0.000000000000000000e+00,3.355576622385284535e-01,3.378744914313894787e-01,3.399990143170449342e-01,3.269101364164678225e-01,3.302709531811547361e-01,3.430531732418524715e-01,3.425595785088525469e-01,3.455097998203673360e-01,3.354026619647602070e-01,3.323534519113889862e-01,3.310786016586344527e-01,3.407041095554219634e-01,3.273150267915702072e-01,3.293950441821664743e-01,3.288799301876820236e-01,3.470068694798822406e-01,3.433266711081500722e-01,3.383266440259339314e-01,3.342220247352439833e-01,3.345408979814646910e-01,3.432077918899738567e-01,3.363242000667383547e-01,3.483551093723087355e-01,3.372599076100170068e-01,3.382243315773779679e-01,4.623764349957198982e-01,4.580347115284418846e-01,4.659764003544610844e-01,4.601412949707384126e-01,4.562301138681367219e-01,4.601132986627043397e-01,4.680045437334342529e-01,4.560916066031155403e-01,4.656306316848830562e-01,4.593480660388435943e-01,4.625112500865391496e-01,4.660025429561281962e-01,4.737359371928728802e-01,4.580666376971590514e-01,4.538831261475131384e-01,4.612240171385559862e-01,4.657035498401288498e-01,4.643446122176867474e-01,4.778092540132200527e-01,4.671276235415036115e-01,4.738312381891380820e-01,4.647956212879934546e-01,4.658077071878260478e-01,4.642015821857603530e-01,4.692852302731499448e-01,4.563319288389513506e-01,4.604631706155080106e-01,4.641421571466632923e-01,4.647691691974480399e-01,4.599230689260838112e-01,4.581463573010516876e-01,4.593779585539464749e-01,4.561329931616164846e-01,4.644464446444644956e-01,4.664365125804563750e-01
3.355576622385284535e-01,0.000000000000000000e+00,3.362078564800494718e-01,3.461700754567116345e-01,3.388896406647885495e-01,3.441746793882765054e-01,3.414999812596044571e-01,3.426044556118069684e-01,3.506674186877232202e-01,3.394902794880405583e-01,3.429034754726716372e-01,3.332039164775967288e-01,3.436981449835302405e-01,3.379472414981051775e-01,3.436490518580622711e-01,3.406189295182709964e-01,3.539142764745392133e-01,3.469572103843393540e-01,3.509771381864117412e-01,3.409022893909920970e-01,3.425873278781735864e-01,3.426531826293872651e-01,3.386344122148803315e-01,3.591131607827663386e-01,3.450061316255620403e-01,3.404046235674188514e-01,4.664409011805653593e-01,4.666572644148273552e-01,4.665632021495911275e-01,4.666383591050092816e-01,4.589811022156022879e-01,4.654592436534633615e-01,4.677537708927843596e-01,4.579748200595503693e-01,4.694823529411764618e-01,4.648590377539780771e-01,4.688389565542022686e-01,4.695593795272251514e-01,4.769765013667452980e-01,4.680658648877196182e-01,4.534755208578281627e-01,4.694347522679692686e-01,4.750905217077459053e-01,4.731399599103879305e-01,4.835987986865015742e-01,4.735356799925056759e-01,4.808668627823116104e-01,4.712657145200407349e-01,4.717904031602184745e-01,4.674638973390677910e-01,4.729233031119823849e-01,4.573080795074099258e-01,4.642802813110686877e-01,4.677406184749262064e-01,4.712217162790153235e-01,4.654367611184087039e-01,4.598643563896501751e-01,4.637957494303120987e-01,4.631636986462073224e-01,4.687813137071974445e-01,4.663737036386007562e-01
3.378744914313894787e-01,3.362078564800494718e-01,0.000000000000000000e+00,3.449584432389389832e-01,3.333860894337646874e-01,3.328354121542559385e-01,3.405385049896441085e-01,3.415215421471394786e-01,3.549568564156682093e-01,3.404239567652938003e-01,3.411346648695012806e-01,3.314308760265937126e-01,3.465656378981087915e-01,3.405145009047781945e-01,3.397975241942479130e-01,3.367999507116012925e-01,3.571703000483349433e-01,3.454801666275232330e-01,3.504804138950480263e-01,3.436619718309859017e-01,3.424392422494324517e-01,3.433827981169609300e-01,3.445986797458202577e-01,3.625476520268199332e-01,3.412810470355682746e-01,3.363578892566285727e-01,4.645208485735186077e-01,4.652631092951048375e-01,4.690863520841385137e-01,4.675039429873240060e-01,4.573435579230814563e-01,4.677693058719605279e-01,4.698089885019940404e-01,4.630589950729647741e-01,4.664436960296465262e-01,4.633967277303873145e-01,4.684749374594644467e-01,4.667274704458553858e-01,4.761515653818317872e-01,4.695177007235075139e-01,4.568940047508184277e-01,4.720979704478813765e-01,4.743832793641448164e-01,4.700729068673565880e-01,4.882938862901161636e-01,4.737502639048535302e-01,4.771445221445221874e-01,4.682207542166729741e-01,4.730890052356020448e-01,4.627798507462687061e-01,4.776756090624704187e-01,4.646401554583940996e-01,4.627927695589993951e-01,4.691856964194728308e-01,4.655168406127240255e-01,4.624689138226949492e-01,4.594204227612453950e-01,4.614511011462223422e-01,4.609099479730437432e-01,4.711293567632316437e-01,4.683265048849668544e-01
3.399990143170449342e-01,3.461700754567116345e-01,3.449584432389389832e-01,0.000000000000000000e+00,3.389500652821915150e-01,3.440049674014281633e-01,3.521689497716894435e-01,3.510840765757360371e-01,3.558642632561285213e-01,3.483925298459404907e-01,3.432578343158547707e-01,3.368533898513936808e-01,3.532196023578778599e-01,3.458060377265380625e-01,3.455344070278184576e-01,3.457183429030067368e-01,3.623710699639617339e-01,3.542120664964821808e-01,3.539944223697524261e-01,3.469831825334381836e-01,3.506818153411576100e-01,3.465785865636296093e-01,3.477529202138190945e-01,3.633237822349569823e-01,3.451995954399590394e-01,3.513968195493337721e-01,4.848720930232558457e-01,4.753152607165334054e-01,4.794204164177046090e-01,4.747111862496478096e-01,4.729660741634565957e-01,4.744682592579599900e-01,4.790426877840775477e-01,4.684230150777189960e-01,4.802123495564332156e-01,4.735608986626766992e-01,4.766186631924249628e-01,4.760021341746311085e-01,4.847248861876920500e-01,4.747952812174177639e-01,4.657428159065041262e-01,4.790240518038852979e-01,4.889954036562351725e-01,4.744772198627521531e-01,4.965378707314190843e-01,4.810225262961929094e-01,4.886460985999788731e-01,4.789005168410859214e-01,4.811985829792743141e-01,4.774635619302014522e-01,4.810652133233532801e-01,4.719156242335050822e-01,4.699260286638927697e-01,4.783817746026575168e-01,4.764920315932139605e-01,4.757030266287366471e-01,4.727723920404471869e-01,4.746070903257936235e-01,4.728638825790669742e-01,4.772996947180462302e-01,4.752892309858494091e-01
3.269101364164678225e-01,3.388896406647885495e-01,3.333860894337646874e-01,3.389500652821915150e-01,0.000000000000000000e+00,3.288357417342941957e-01,3.348691667077317025e-01,3.371322261100980766e-01,3.390583212699659343e-01,3.332148460482448060e-01,3.334553887464909439e-01,3.226684652645778195e-01,3.337281903210680412e-01,3.310913721046411240e-01,3.348206077395472491e-01,3.331747832132011533e-01,3.437360234557471639e-01,3.370208227400691703e-01,3.334363297037412632e-01,3.332015663796618066e-01,3.311251718032218738e-01,3.327741044113293745e-01,3.348452900505075602e-01,3.502380484931776339e-01,3.366686431465559792e-01,3.303606285379659946e-01,4.627591052816488748e-01,4.599679278609277722e-01,4.647299556170384482e-01,4.606885620381809821e-01,4.543724682177420204e-01,4.581155775982942435e-01,4.642260952803427543e-01,4.529144341613898783e-01,4.601550171725610205e-01,4.601359344916374772e-01,4.624456135030152737e-01,4.631303437445472015e-01,4.725444436817900495e-01,4.627716090464347731e-01,4.523428438877290514e-01,4.629436808737100728e-01,4.671067898083259839e-01,4.640994877947487440e-01,4.788416103300662252e-01,4.672128273750394412e-01,4.739051772128409779e-01,4.662297049354365841e-01,4.637591564410021849e-01,4.588297835457813001e-01,4.691692162861850202e-01,4.577070063694267388e-01,4.585153853304825278e-01,4.633835457705678396e-01,4.627134603536263713e-01,4.575875215026268261e-01,4.573320762526732475e-01,4.565176865358624436e-01,4.557277061132921636e-01,4.640262804793411355e-01,4.612689897565148689e-01
3.302709531811547361e-01,3.441746793882765054e-01,3.328354121542559385e-01,3.440049674014281633e-01,3.288357417342941957e-01,0.000000000000000000e+00,3.421785300712050226e-01,3.321077980808118113e-01,3.470068429084822714e-01,3.408224134558967000e-01,3.417921217087159791e-01,3.293763159805416230e-01,3.431753334087509488e-01,3.305144035447326045e-01,3.365758514696260972e-01,3.298188298188298173e-01,3.482991187909221242e-01,3.406981337019847622e-01,3.420070240931306627e-01,3.379434459975839689e-01,3.389795013304425231e-01,3.426993685545017820e-01,3.325806016126459097e-01,3.530713011170589777e-01,3.383179643966665040e-01,3.412598367376911135e-01,4.625970236358331045e-01,4.600143425557509103e-01,4.658767882939559568e-01,4.633641249970914533e-01,4.588157727320046897e-01,4.617526291777312997e-01,4.648760330578511901e-01,4.572654031182982193e-01,4.666372021074913778e-01,4.623704580533603004e-01,4.659116015674965583e-01,4.622954638094683988e-01,4.749027124353836227e-01,4.670867455086699094e-01,4.529154296577054817e-01,4.662452620874549813e-01,4.680923485017429719e-01,4.631123005951333083e-01,4.834959004806332894e-01,4.699665645677943981e-01,4.724710560168401408e-01,4.686310690808441759e-01,4.711175515069357944e-01,4.639463062266631077e-01,4.728562939140770194e-01,4.569271654006256123e-01,4.594050886087724939e-01,4.662147998043463248e-01,4.654738345882269979e-01,4.617592260423778461e-01,4.608571825507085107e-01,4.607250755287009003e-01,4.585077076373014204e-01,4.649842198622405887e-01,4.627720234666165000e-01
3.430531732418524715e-01,3.414999812596044571e-01,3.405385049896441085e-01,3.521689497716894435e-01,3.348691667077317025e-01,3.421785300712050226e-01,0.000000000000000000e+00,3.516952824232820740e-01,3.532498391168753527e-01,3.431360373562504229e-01,3.450940154034440877e-01,3.341193609718758895e-01,3.511078433816016142e-01,3.469060164195564289e-01,3.437942573537705604e-01,3.436798849648572407e-01,3.571230738241514269e-01,3.477425791968071778e-01,3.505935810852983670e-01,3.443246275634233022e-01,3.479027317622054305e-01,3.457987015414522025e-01,3.454730897919076060e-01,3.667921371810958231e-01,3.460001753485051346e-01,3.471928326589202030e-01,4.738498251196088251e-01,4.751241736434836938e-01,4.792639608688057384e-01,4.763887097341604759e-01,4.709096640863077443e-01,4.795483990375717376e-01,4.787415466039399714e-01,4.672922314667663501e-01,4.794106224476586409e-01,4.779393727001927106e-01,4.777517293945098276e-01,4.767904351346845537e-01,4.885747527632344767e-01,4.778261326115110785e-01,4.674404212837008910e-01,4.805082870354193680e-01,4.829429794801001208e-01,4.770317605849025977e-01,4.977126957177890887e-01,4.837102382786062638e-01,4.869657332350774137e-01,4.793224066729839805e-01,4.823640672979252475e-01,4.795251124611603633e-01,4.872750281214848211e-01,4.665933047608016304e-01,4.705764987559269974e-01,4.814043577901606641e-01,4.809451575262543299e-01,4.731650166949797898e-01,4.694691339474565961e-01,4.740606567275091887e-01,4.691545989168081077e-01,4.761727907894431899e-01,4.771784232365144929e-01
3.425595785088525469e-01,3.426044556118069684e-01,3.415215421471394786e-01,3.510840765757360371e-01,3.371322261100980766e-01,3.321077980808118113e-01,3.516952824232820740e-01,0.000000000000000000e+00,3.539023971342346586e-01,3.388245335934642055e-01,3.377853475634412517e-01,3.291106704854226406e-01,3.506595208379218453e-01,3.405133183666039232e-01,3.381332151823954746e-01,3.437377594986290585e-01,3.545355623701651471e-01,3.466445223595989722e-01,3.485209279489382972e-01,3.442236484818563813e-01,3.423389080177078325e-01,3.432839490994037401e-01,3.455374209675047270e-01,3.592659825386829153e-01,3.432457182457182565e-01,3.460961883463173905e-01,4.724111155556601771e-01,4.681558441558441030e-01,4.735769517421277719e-01,4.711502996772706231e-01,4.662459692798446298e-01,4.690413829229963527e-01,4.728134606810128204e-01,4.626779374862680649e-01,4.737871310177856898e-01,4.716192593107121356e-01,4.732305536089698172e-01,4.729324531634977458e-01,4.823453859474088334e-01,4.692789643116757059e-01,4.606345475910693654e-01,4.733849476199227801e-01,4.764890644125729935e-01,4.754800162422414544e-01,4.915535928392511522e-01,4.761061534518511440e-01,4.833112069269358546e-01,4.758341992841472745e-01,4.753790545932498057e-01,4.702991006065676549e-01,4.819975949635707524e-01,4.663692239766693559e-01,4.695933830759442262e-01,4.707232267037552154e-01,4.701130481208941614e-01,4.643345272881516106e-01,4.633449916862565354e-01,4.693990456651528920e-01,4.627693097733479588e-01,4.713441602916081941e-01,4.707745330911462522e-01
3.455097998203673360e-01,3.506674186877232202e-01,3.549568564156682093e-01,3.558642632561285213e-01,3.390583212699659343e-01,3.470068429084822714e-01,3.532498391168753527e-01,3.539023971342346586e-01,0.000000000000000000e+00,3.524472406618448517e-01,3.527388847948906836e-01,3.416974259942799907e-01,3.560422242789603731e-01,3.485004401353881676e-01,3.522124770824042184e-01,3.454413143223642457e-01,3.659909070582096913e-01,3.549489776611712832e-01,3.554817687361391254e-01,3.577500429943738514e-01,3.523536221888317055e-01,3.606081039661619414e-01,3.505506648952680937e-01,3.664704653534696099e-01,3.445680710088760978e-01,3.563530148132693087e-01,4.717658655651520982e-01,4.697969335684342163e-01,4.778083017468210958e-01,4.764334362406617007e-01,4.698406341653023066e-01,4.717616489752164410e-01,4.744264539274924974e-01,4.664495803258645878e-01,4.786257570777970871e-01,4.704091787156822191e-01,4.748391180504272224e-01,4.729731329852107091e-01,4.835519771564990021e-01,4.762938367495395120e-01,4.627118443336452058e-01,4.770313098596454804e-01,4.788714457719737139e-01,4.781870890193028467e-01,4.937151085250274241e-01,4.794476860929343109e-01,4.853984122316965522e-01,4.760751059963658216e-01,4.769824390130515956e-01,4.755813817535572419e-01,4.819874330928555217e-01,4.647706742817180325e-01,4.694850042945724056e-01,4.733327084407367158e-01,4.769749462303086718e-01,4.706446594219003687e-01,4.702314112730514584e-01,4.725651337646441519e-01,4.725086511237722720e-01,4.723380659173087581e-01,4.729803652277144721e-01
3.354026619647602070e-01,3.394902794880405583e-01,3.404239567652938003e-01,3.483925298459404907e-01,3.332148460482448060e-01,3.408224134558967000e-01,3.431360373562504229e-01,3.388245335934642055e-01,3.524472406618448517e-01,0.000000000000000000e+00,3.437716691431401683e-01,3.346855983772819565e-01,3.473169176435964012e-01,3.407966865635277953e-01,3.414780594801916092e-01,3.403130494237155412e-01,3.536062812701243896e-01,3.414203739125069026e-01,3.482254237702712141e-01,3.471168437025796694e-01,3.417389900795867463e-01,3.451697192299159056e-01,3.475927985626459105e-01,3.596718800187779230e-01,3.417810973158041943e-01,3.427809754619811633e-01,4.699856155492404541e-01,4.640838353997533972e-01,4.682942111553322073e-01,4.662720792585788310e-01,4.625278402929207111e-01,4.656718501029321056e-01,4.675329227964803991e-01,4.646913465665858389e-01,4.722157745694257613e-01,4.653797343082350935e-01,4.699693422519509722e-01,4.698341844187106098e-01,4.720855467084567048e-01,4.695218015847273385e-01,4.588146094703297040e-01,4.705862124303629157e-01,4.728432634905770371e-01,4.725269665120240825e-01,4.883750757893754457e-01,4.719355360070189853e-01,4.790715640143268228e-01,4.689688648498717694e-01,4.732744353015221339e-01,4.679387980685322246e-01,4.761820120867401585e-01,4.620022027708539092e-01,4.597637054333809647e-01,4.683272221519787504e-01,4.677411857670764617e-01,4.643173631331207751e-01,4.597423510466989161e-01,4.624049661714445536e-01,4.640255486788582573e-01,4.692007211538461453e-01,4.662388035362771133e-01
